site_no	station_nm	site_tp_cd	dec_lat_va	dec_long_va	alt_va	huc_cd	drain_area_va	contrib_drain_area_va
09523000	"ALL-AMERICAN CANAL NR IMPERIAL DAM, CA-AZ"	ST-CA	32.8714319	-114.480504	150	15030107		
09523200	"RESERVATION MAIN CANAL NEAR YUMA, AZ"	ST-CA	32.8180998	-114.5146716	180	15030107		
09523202	RESERVATION MAIN CANAL GATE OPENING	ST-CA	32.8180998	-114.5146716				
09523400	"TITSINK CANAL NEAR YUMA, AZ"	ST-CA	32.82448865	-114.5418948	145	15030107		
09523600	"YAQUI CANAL NEAR YUMA, AZ"	ST-CA	32.80865585	-114.5882852	155	15030107		
09523800	"PONTIAC CANAL NEAR YUMA, AZ"	ST-CA	32.79365629	-114.6146748	155	15030107		
09523900	"WALAPAI CANAL NR YUMA, AZ"	ST-CA	32.77726787	-114.6357865		15030107		
09524000	"YUMA MAIN CANAL AT SIPHON DROP P.P. NR YUMA, AZ"	ST-CA	32.7767123	-114.6355087	155	15030107		
09524500	DIV. FROM YUMA MAIN CANAL BETWEEN SDPP AND YMCWW	ST-CA	32.7750457	-114.6341198		15030107		
09525000	"YUMA MAIN CANAL WASTEWAY AT YUMA, AZ"	ST-CA	32.7333801	-114.623008	122.51	15030107		
09525500	"YUMA MAIN CANAL BLW COLORADO R. SIPHON AT YUMA, AZ"	ST-CA	32.73032465	-114.6199524	100.6	15030107		
09525503	YUMA MAIN CANAL BL COLO R SIPHON (HEAD)	ST-CA	32.73032465	-114.6199524				
09526000	DIVERSION FROM YUMA MAIN CANAL FOR YUMA MUNICIPAL	ST-CA	32.72638889	-114.6172222	134	15030107		
09526200	"YPSILANTI CANAL NEAR WINTERHAVEN, CA"	ST-CA	32.76837927	-114.6555093	133	15030107		
09526500	ALL-AMERICAN CANAL ABOVE PILOT KNOB WW CALIF	ST-CA	32.75004657	-114.706344		15030107		
09527500	"ALL-AMERICAN CANAL BLW PILOT KNOB WASTEWAY, CA"	ST-CA	32.73532488	-114.7238446	150	15030107		
09527590	COACHELLA CANAL ABOVE ALL-AMERICAN CANAL DIVERSION	ST-CA	32.71416667	-114.9438889	161	15030107		
09527630	"BROCK RESERVOIR INLET NEAR CALEXICO, CA"	ST-CA	32.7094932	-115.0254425	160	18100200		
09527660	"BROCK RESERVOIR OUTLET NEAR CALEXICO, CA"	ST-CA	32.70557669	-115.0344429	110	18100200		
09527700	ALL-AMERICAN CANAL BELOW DROP 2 RESERVOIR OUTLET	ST-CA	32.70425	-115.0481139	126	18100200		
09528000	"YUMA CANAL AT LAGUNA DAM, AZ-CA"	ST-CA	32.82504406	-114.4952265	140	15030107		
09528600	"LAGUNA CANAL WASTEWAY NEAR YUMA, AZ"	ST-CA	32.8158776	-114.4910597		15030107		
09528800	"LEVEE CANAL WASTEWAY NEAR YUMA, AZ"	ST-CA	32.75865679	-114.5246718	140	15030107		
09529150	"NORTH GILA MAIN CANAL WASTEWAY NEAR YUMA, AZ"	ST-CA	32.726991	-114.5055044	140	15070201		
09529420	"SOUTH GILA TERMINAL CANAL WASTEWAY NR YUMA, AZ"	ST-CA	32.693659	-114.58134	150	15030107		
09534300	W MAIN CANAL WASTEWAY AT AZ-SON BDRY	ST-CA	32.4903329	-114.7932912		15030108		
09534500	E MAIN CANAL WASTEWAY AT AZ-SON BDRY	ST-CA	32.48699965	-114.7844019		15030108		
10010500	"HILLIARD-E FK CANAL NR ST LINE NR EVANSTON, WYO."	ST-CA	40.9166139	-110.8215619	8500	16010101		
10019500	"CHAPMAN CANAL AT STATE LINE NEAR EVANSTON, WYO"	ST-CA	41.40661189	-111.0412978	6570	16010101	0.01	
10044300	"DINGLE INLET CANAL NEAR DINGLE, ID"	ST-CA	42.2054851	-111.2696464	5950	16010201		
10046000	"RAINBOW INLET CANAL NEAR DINGLE, ID"	ST-CA	42.22992858	-111.2960363	5922	16010201	0.01	
10059500	"BEAR LAKE OUTLET CANAL NEAR PARIS, ID"	ST-CA	42.2165949	-111.3438159	5912.6	16010201	0.01	
10095900	EAST BR CUB R CANAL N LEWISTON UT	ST-CA	41.9957594	-111.867449		16010202		
10107400	"WELLSVILLE-MENDON LOWER CANAL AT WELLSVILLE, UT"	ST-CA	41.64854287	-111.9424456	4610	16010203		
10108400	"CACHE HIGHLINE CANAL NEAR LOGAN, UTAH"	ST-CA	41.74298686	-111.761886	4857.66	16010203	0.01	
10117000	"HAMMOND (EAST SIDE) CANAL NEAR COLLINSTON, UT"	ST-CA	41.83076015	-112.0574518		16010204	0.01	
10117500	"WEST SIDE CANAL NEAR COLLINSTON, UT"	ST-CA	41.8318712	-112.0607853		16010204	0.01	
10117510	WEST CANAL ABV SALT CREEK DIV NR TREMONTON UT	ST-CA	41.71409458	-112.2274541	4340	16010204		
10117530	"WEST CANAL BLW SALT CREEK DIV NR TREMONTON, UT"	ST-CA	41.71298348	-112.228843	4340	16010204		
10129000	"WEBER-PROVO DIVERSION CANAL AT OAKLEY, UTAH"	ST-CA	40.7082836	-111.2757424	6500	16020101		
10141050	"SOUTH FORK WEBER CANAL NEAR HOOPER, UTAH"	ST-CA	41.1857767	-112.1610539	4210	16020102		
10154500	"WEBER-PROVO DIVERSION CANAL NEAR WOODLAND, UT"	ST-CA	40.6138408	-111.3049046	6410	16020203		
10167100	EAST JORDAN CANAL @ JORDON NARROWS NR BLUFFDALE	ST-CA	40.4446717	-111.9241017		16020204		
10167101	"COM FLOW-EAST JORDAN CANAL, UTAH & S L CANAL"	ST-CA	40.44439396	-111.9221572		16020204		
10167118	"E JORDAN CNL @ MIDDLE FK TANNER DITCH, NR MURRAY"	ST-CA	40.6405032	-111.8316001	4445	16020204		
10167122	UPPER CANAL @ 5800 SOUTH (TOLCATE LN) NR MURRAY	ST-CA	40.6460588	-111.8077106		16020204		
10167125	UPPER CANAL @ WILD ROSE LN NR SALT LAKE CITY	ST-CA	40.69133596	-111.8329894		16020204		
10167127	"UPPER CANAL @ MILL CREEK (2000 EAST) NR SLC, UT"	ST-CA	40.69439148	-111.833545		16020204		
10167130	E JRDN CNL @ MIDDLE FK OF TANNER DITCH NR MURRAY	ST-CA	40.57467067	-111.8318775		16020204		
10170490	"COM FLW JORDAN RIVER & SURPLUS CANAL @ SLC, UT"	ST-CA	40.72689076	-111.9266037		16020204	3438	3165
10170500	"SURPLUS CANAL @ SALT LAKE CITY, UT"	ST-CA	40.72689076	-111.9266037	4223.93	16020204		
10170700	"NORTH POINT CONSOLIDATED CANAL @ S L CITY, UT"	ST-CA	40.7727234	-111.9791058	4230	16020204		
10170750	"SURPLUS CANAL @ NORTH TEMPLE @ SALT LAKE CITY, UT"	ST-CA	40.77161238	-111.9674388	4220	16020204		
10184000	"TROPIC AND EF CANAL NEAR TROPIC, UTAH"	ST-CA	37.66859389	-112.1426943	7650	16030002		
10239500	"MINERSVILLE CANAL AT MINERSVILLE, UTAH"	ST-CA	38.21385858	-112.911895		16030007		
10296750	"TOPAZ CANAL BLW DIV W WALKER RVR NR TOPAZ, CA"	ST-CA	38.63666667	-119.5075	5020	16050302		
10297010	"TOPAZ CANAL BLW TOPAZ LAKE NR TOPAZ, CA"	ST-CA	38.69555556	-119.5080556	5006	16050302		
10301742	"CANAL NO 2 ABV LITTLE DAM NR SCHURZ, NV"	ST-CA	39.0140869	-118.8609803	4160	16050303		
10301755	"CANAL NO 1 BLW LITTLE DAM NR SCHURZ, NV"	ST-CA	39.01242024	-118.861258	4160	16050303		
10312210	"STILLWATER POINT RES DIV CANAL NR FALLON, NV"	ST-CA	39.47330278	-118.5986278	3915	16050203		
1031221775	DRY LAKE CANAL BLW WEST CANAL DIV NR STILLWATER NV	ST-CA	39.58561667	-118.4763972	3890	16050203		
1031221902	"S-LINE DIVERSION CANAL NEAR STILLWATER, NV"	ST-CA	39.53353015	-118.5193087	3880	16050203		
10312260	"D LINE CANAL NR FALLON, NV"	ST-CA	39.57491705	-118.6926495	3905	16050203		
10312267	"D-LINE CANAL BLW EAST LAKE nr STILLWATER, NV"	ST-CA	39.60519519	-118.5745892	3881	16050203		
10351300	"TRUCKEE CANAL NR WADSWORTH, NV"	ST-CA	39.6126902	-119.2971146	4200	16050102		
10351400	"TRUCKEE CANAL NR HAZEN, NV"	ST-CA	39.5038035	-119.0451614	4166.53	16050203		
10373000	"GIVAN CANAL NEAR ADEL,OREG."	ST-CA	42.1832207	-119.984393		17120007		
10384500	"SMALLS CANAL AT PAISLEY,OREG."	ST-CA	42.6998744	-120.551083		17120006		
10387500	"SUMMER LAKE CANAL NR SUMMER LAKE,OREG."	ST-CA	42.99986919	-120.751093		17120005		
10390001	"SILVER CK + SILVER LAKE IRR CANAL, NR SLVR LK, OR"	ST-CA	43.11097318	-121.0691648		17120005	180	
11052500	MILL C POWER CANALS 2 AND 3 NR YUCAIPA CA	ST-CA	34.08973426	-117.0144759		18070203		
11052504	MILL C CANALS NR YUCAIPA CA	ST-CA	34.09084538	-117.0347546		18070203		
11174600	ALAMO CN NR PLEASANTON CA	ST-CA	37.69444444	-121.9194444	330	18050004	39.5	
11339000	"NORTH DREWS CANAL NEAR LAKEVIEW,OREG."	ST-CA	42.1207159	-120.5871849		18020001		
11420760	BROPHY S YUBA CANAL NR MARYSVILLE CA	ST-CA	39.16683684	-121.4496846	97	18020107		
11507200	"A CANAL AT KLAMATH FALLS, OR"	ST-CA	42.2387553	-121.8025048	4126.22	18010204		
11507400	"KENO CANAL AT KLAMATH FALLS, OR"	ST-CA	42.22097799	-121.7941707		18010204		
11509105	"NORTH CANAL AT HIGHWAY 97, NEAR MIDLAND, OR"	ST-CA	42.1223682	-121.8300033	4080.27	18010204		
11509200	"ADY CANAL AT HIGHWAY 97, NEAR WORDEN, OR"	ST-CA	42.08070205	-121.8466698	4103	18010204		
11509250	"ADY CANAL ABOVE LOWER KLAMATH NWR, NEAR WORDEN, OR"	ST-CA	42.00416667	-121.8258333	4075.28	18010204		
12089208	"CENTRALIA POWER CANAL NEAR MCKENNA, WA"	ST-CA	46.9001003	-122.4984532	330	17110015		
12099000	"WHITE RIVER CANAL AT BUCKLEY, WA"	ST-CA	47.17176839	-122.0215008		17110014		
12101100	"LAKE TAPPS DIVERSION AT DIERINGER, WA"	ST-CA	47.2381564	-122.2281746	42.36	17110014		
12326420	Marshall Cr Canal at Chor Ranch nr Philipsburg	ST-CA	46.2927027	-113.3422874	5370	17010202		
12345500	Rock Creek Canal near Darby MT	ST-CA	46.0776984	-114.2120343	3960	17010205		
12418000	RATHDRUM PRAIRIE CANAL NR HUETTER ID	ST-CA	47.71	-116.8730556	2272.02	17010305		
12418500	SPOKANE VALLEY FARMS CO CANAL AT POST FALLS ID	ST-CA	47.71166667	-116.9541667		17010305		
12435500	"FEEDER CANAL AT GRAND COULEE, WA"	ST-CA	47.9512632	-118.995577		17020001		
12435850	"SCBID EL85 CANAL BL EL85 JJ LATERAL NEAR MESA, WA"	ST-CA	46.6348615	-118.9905614		17020016		
12437000	"NESPELEM CANAL NEAR NESPELEM, WA"	ST-CA	48.1765449	-118.9828036		17020005		
12442200	"WHITESTONE IRRIGATION CANAL NEAR LOOMIS, WA"	ST-CA	48.83126278	-119.6703518		17020007		
12443000	"OROVILLE TONASKET I.D. CANAL NR OROVILLE, WA"	ST-CA	48.94988169	-119.4678466		17020007		
12460500	"WENATCHEE VALLEY CANAL AT DRYDEN, WA"	ST-CA	47.5442897	-120.55675		17020011		
12466100	"WEST CANAL NEAR ROYAL CITY, WA"	ST-CA	46.93486035	-119.5647553		17020015		
12473820	"SCBID ELTOPIA BRANCH CANAL AB FALLS NEAR PASCO, WA"	ST-CA	46.34069176	-118.972227	550	17020016		
12481500	"CASCADE CANAL NEAR ELLENSBURG, WA"	ST-CA	47.1095676	-120.7184092		17030001		
12485012	"ROZA CANAL BL SULPHUR CREEK WSTWY NR SUNNYSIDE, WA"	ST-CA	46.372076	-119.9586526		17030003		
12485500	"SELAH-MOXEE CANAL NEAR SELAH, WA"	ST-CA	46.6892934	-120.4875659		17030001		
12503500	"MAIN CANAL NEAR PARKER, WA"	ST-CA	46.5204048	-120.4795079		17030003		
12504000	"OLD RESERVATION CANAL NEAR PARKER, WA"	ST-CA	46.4970717	-120.4517289		17030003		
12504500	"SUNNYSIDE CANAL NEAR PARKER, WA"	ST-CA	46.4951274	-120.4339505		17030003		
12504512	"SUNNYSIDE CANAL BL SULPHUR WSTWY NR SUNNYSIDE, WA"	ST-CA	46.34652036	-119.973375		17030003		
12509600	"KID CANAL NEAR CHANDLER, WA"	ST-CA	46.2601338	-119.579194	715	17030003		
12509620	"KID CANAL AT BADGER CANYON RD NEAR KIONA, WA"	ST-CA	46.1984675	-119.3658533		17030003		
12509666	"KID HIGHLIFT CANAL TO CORP DRAIN NR KENNEWICK, WA"	ST-CA	46.16180097	-119.1016765	500	17030003		
12511000	"CID CANAL AT HORN RAPIDS DAM NR WEST RICHLAND, WA"	ST-CA	46.3781905	-119.4183558	415	17030003		
12511020	"CID CANAL AT GRANT STREET BRIDGE AT KENNEWICK, WA"	ST-CA	46.2284681	-119.1936252		17030003		
12511030	"CID NO 2 CANAL AT HEAD AT KENNEWICK, WA"	ST-CA	46.20180126	-119.1088993		17030003		
12511034	"CID NO 2 CANAL WASTEWAY NEAR FINLEY, WA"	ST-CA	46.18180115	-119.0308403	360	17030003		
12511038	"CID NO 2 CANAL AT END AT FINLEY, WA"	ST-CA	46.1645788	-119.0163952	360	17030003		
12511040	"CID NO 3 CANAL AT HEAD AT KENNEWICK, WA"	ST-CA	46.20013458	-119.1141772		17030003		
12511050	"CID NO 1 CANAL AT HEAD AT KENNEWICK, WA"	ST-CA	46.2006901	-119.1086215		17030003		
13033000	PALISADES CANAL NR IRWIN ID	ST-CA	43.37880659	-111.2407783	5410	17040104		
13050543	INDEPENDENT CANAL DRAIN NR REXBURG ID	ST-CA	43.8408333	-111.8972222	4830	17040204		
13060500	RESERVATION CANAL (IDAHO CANAL) NR SHELLEY ID	ST-CA	43.37408148	-112.1513618		17040206		
13061000	IDAHO CANAL NR FIRTH ID	ST-CA	43.2447222	-112.185	4600	17040206		
13061300	GREAT WESTERN CANAL WASTE NR WOODVILLE ID	ST-CA	43.3825	-112.1719444	4600	17040206		
13061623	ABERDEEN-SPRINGFIELD CANAL NR SPRINGFIELD ID	ST-CA	43.10777778	-112.6497222	4460	17040206		
13067500	FT HALL UPPER CANAL NR BLACKFOOT ID	ST-CA	43.1658333	-112.2977778	4515	17040207		
13068000	FT HALL LOWER CANAL NR BLACKFOOT ID	ST-CA	43.16277778	-112.34	4495	17040207		
13075900	FORT HALL/MICHAUD CANAL NR POCATELLO ID	ST-CA	42.93555556	-112.5469444		17040208		
13076400	MICHAUD CANAL AT AMERICAN FALLS ID	ST-CA	42.77777778	-112.8727778		17040209		
13080000	NORTH SIDE MINIDOKA CANAL NR MINIDOKA ID	ST-CA	42.67166667	-113.4838889	4180.33	17040209		
13080500	SOUTH SIDE MINIDOKA CANAL NR MINIDOKA ID	ST-CA	42.6625	-113.4888889	4184	17040209		
13085500	MINIDOKA NORTH SIDE PUMP CANAL NR BURLEY ID	ST-CA	42.53352189	-113.9478024		17040209		
13086000	MILNER LOW LIFT CANAL NR MILNER ID	ST-CA	42.519356	-114.0108607		17040212		
13086500	GOODING CANAL AT MILNER ID	ST-CA	42.5275	-114.01		17040212		
13087000	NORTH SIDE TWIN FALLS CANAL AT MILNER ID	ST-CA	42.52963376	-114.020583		17040212		
13087500	SOUTH SIDE TWIN FALLS CANAL AT MILNER ID	ST-CA	42.52185605	-114.0172497		17040209		
13100500	HIGH LINE CANAL NR SAN JACINTO NV	ST-CA	41.83324567	-114.709203		17040213		
13106000	SALMON RIVER CANAL CO CANAL NR ROGERSON ID	ST-CA	42.2208333	-114.7377778		17040213		
13119500	BLAINE COUNTY INVESTMENT CO CANAL NR HOWE ID	ST-CA	43.8804586	-113.095282		17040217		
13134550	"UPPER SALMON ""A"" POWER CANAL NEAR HAGERMAN ID"	ST-CA	42.76767999	-114.9245027		17040212		
13134560	BELL RAPIDS CANAL NR HAGERMAN ID	ST-CA	42.792402	-114.9514484	3425	17040212		
13134570	FOSSIL GULCH CANAL NR HAGERMAN ID	ST-CA	42.8296242	-114.9378373	3350	17040212		
13143000	LINCOLN CANAL NR RICHFIELD ID	ST-CA	43.17444444	-114.318611	4525	17040219		
13143500	LINCOLN CANAL NR SHOSHONE ID	ST-CA	43.08027778	-114.3091667	4515	17040219		
13153000	KING HILL CANAL NR HAGERMAN ID	ST-CA	42.86805556	-114.911111		17040212		
13153773	KING HILL CANAL (WILEY SITE) NR BLISS ID	ST-CA	42.9112904	-114.9825623		17040212		
13153779	KING HILL CANAL (BLACK MESA SITE) NR KING HILL ID	ST-CA	42.9161111	-115.1663889		17040212		
13153783	KING HILL CANAL (SITE #1) AT KING HILL ID	ST-CA	42.99795508	-115.20868		17050101		
13153786	KING HILL CANAL (GF #1 AT HEAD OF SIPHON) NR GF	ST-CA	42.9654548	-115.2603473		17050101		
13155075	KING HILL CANAL (GF #2 AT OUTLET OF SIPHON) AT GF	ST-CA	42.96156568	-115.2892369		17050101		
13155350	MORROW RES FEEDER CANAL NR GLENNS FERRY ID	ST-CA	43.04989839	-115.2911833		17050101		
13157120	UPPER INDIAN COVE CANAL NR HAMMETT ID	ST-CA	42.93277778	-115.556111		17050101		
13157125	LOWER INDIAN COVE CANAL NR HAMMETT ID	ST-CA	42.9336111	-115.5569444		17050101		
13157291	WEST INDIAN COVE CANAL NR HAMMETT ID	ST-CA	42.94666667	-115.615	2500	17050101		
13157296	ROCKING R RANCH CANAL NR HAMMETT ID	ST-CA	42.9675	-115.6333333		17050101		
13157300	SOUTH ELMORE CANAL NR HAMMETT ID	ST-CA	42.96055556	-115.6305556		17050101		
13160500	MOUNTAIN HOME FEEDER CANAL AT HEAD NR MTN. HOME ID	ST-CA	43.2123942	-115.6931437	3330	17050101		
13161000	MOUNTAIN HOME COOP CANAL NR MOUNTAIN HOME ID	ST-CA	43.2048943	-115.6903657		17050101		
13161070	SIMPLOT NO.4 FARM CANAL NR GRAND VIEW ID	ST-CA	42.9698932	-115.9834264	2760	17050103		
13170300	"BASIN MUTUAL CANAL NR CJ STRIKE DAM NR BRUNEAU, ID"	ST-CA	42.90663889	-115.8921944	2606	17050102		
13170500	"GRAND VIEW CANAL AT BLACK SANDS NR GRAND VIEW, ID"	ST-CA	42.9435472	-115.9783167	2459	17050101		
13170700	LITTLE VALLEY MUTUAL CANAL NR BRUNEAU ID	ST-CA	42.92166667	-115.9516667	2670	17050101		
13170910	TRIANGLE DAIRY RELIFT CANAL NR GRAND VIEW ID	ST-CA	42.9337819	-116.0267612		17050103		
13171100	SNAKE RIVER IRR DIST CANAL NR GRAND VIEW ID	ST-CA	42.95055556	-115.9758333	2450	17050101		
13171200	GRAND VIEW IRR DIST CANAL NR GRAND VIEW ID	ST-CA	42.94305556	-115.9944444	2415	17050103		
13171300	GRAND VIEW MUTUAL CANAL NR GRAND VIEW ID	ST-CA	42.94166667	-115.9913889	2450	17050103		
13171340	GRAND VIEW MUTUAL CANAL AB GV IRR DIST PUMPS	ST-CA	42.9818362	-116.0895415		17050103		
13171345	GRAND VIEW MUTUAL CANAL BL GV IRR DIST PUMPS	ST-CA	42.980725	-116.0959306		17050103		
13172240	KC FARMS CANAL NR OREANA ID	ST-CA	43.12822184	-116.3159415		17050103		
13172410	MURPHY FLAT CANAL NR MURPHY ID	ST-CA	43.1972222	-116.396111	2930	17050103		
13172420	SINKER BUTTE CANAL NR MURPHY ID	ST-CA	43.21805556	-116.3925	3020	17050103		
13172505	SWAN FALLS IRRIGATION DISTRICT CANAL NR MURPHY ID	ST-CA	43.29444444	-116.4169444	2820	17050103		
13172775	WEST END PROJECT CANAL NR MELBA ID	ST-CA	43.429048	-116.7062426		17050103		
13189000	LITTLE CAMAS CANAL AT HEADING NR BENNETT ID	ST-CA	43.35277778	-115.391111	4926	17050113		
13189500	LITTLE CAMAS CANAL BL TUNNEL NO.9 NR BENNETT ID	ST-CA	43.3161111	-115.4969444	4900	17050113		
13203000	NEW YORK CANAL BL DIVERSION DAM NR BOISE ID	ST-CA	43.55211275	-116.1131677		17050114		
13206400	"EAGLE DRAIN AT EAGLE, ID"	ST-CA	43.69166667	-116.3563889		17050114	13.84	
13242000	"LAKE IRRIGATION DISTRICT CANAL NR MC CALL, ID"	ST-CA	44.8972222	-116.0413889		17050123		
13243000	CRUZEN CANAL AT LAKE FORK ID	ST-CA	44.8429503	-116.0698475	4990	17050123		
13256500	MESA ORCHARDS CANAL NR MESA ID	ST-CA	44.6347222	-116.4283333		17050124		
13261100	C BEN ROSS FEEDER CANAL NR INDIAN VALLEY ID	ST-CA	44.51433129	-116.422646		17050124		
13261200	LITTLE WEISER IRR DIST CANAL NR INDIAN VALLEY ID	ST-CA	44.5273867	-116.4479245		17050124		
13265000	CRANE CREEK IRR DIST CANAL NR WEISER ID	ST-CA	44.30277778	-116.7425		17050124		
13266500	GALLOWAY CANAL NR WEISER ID	ST-CA	44.2429431	-116.8343272		17050124		
14006000	"CID NO 3 CANAL AT END NEAR FINLEY, WA"	ST-CA	46.1295786	-119.0086169	376	17070101		
14027000	"FURNISH CANAL NEAR ECHO,OREG."	ST-CA	45.69985255	-119.13723	720	17070103		
14029000	"UMATILLA PROJECT FEED CANAL NEAR ECHO,OREG."	ST-CA	45.72207528	-119.1816773		17070103		
14030000	"ALLEN CANAL AT ECHO,OREG."	ST-CA	45.73318675	-119.201123		17070103		
14030500	"WESTERN LAND CANAL NEAR ECHO,OREG."	ST-CA	45.7359646	-119.2094568		17070103		
14031500	"MAXWELL CANAL NEAR HERMISTON,OREG."	ST-CA	45.8081879	-119.351129		17070103		
14032500	"WEST DIVISION MAIN CANAL NEAR UMATILLA, OR"	ST-CA	45.8841333	-119.3263972		17070103		
14033501	UMATILLA RIVER PLUS WEST DIVISION MAIN CANAL	ST-CA	45.9029103	-119.3269618		17070103		
14065500	"ARNOLD CANAL NEAR BEND,OREG."	ST-CA	43.9942831	-121.3789203	3810	17070301		
14068500	"DESCHUTES COUNTY MUNICIPAL IMP DIST CANAL, BEND,OR"	ST-CA	44.06317288	-121.3116985	3540	17070301		
14069000	"NORTH UNIT MAIN CANAL NEAR BEND,OREG."	ST-CA	44.0776175	-121.301143	3544.34	17070301		
14069500	"NORTH CANAL NEAR BEND,OREG."	ST-CA	44.0776174	-121.3122544	3546.18	17070301		
14070000	"SWALLEY CANAL NEAR BEND,OREG."	ST-CA	44.0803953	-121.301143	3539.39	17070301		
14072500	"COLUMBIA SOUTHERN CANAL NEAR TUMALO,OREG."	ST-CA	44.0442823	-121.4705906	4560	17070301		
14163500	"EUGENE POWER CANAL NEAR WALTERVILLE, OR"	ST-CA	44.0665159	-122.7678538	597.39	17090004		
14187600	"LEBANON SANTIAM CANAL NEAR LEBANON, OR"	ST-CA	44.51484526	-122.8648109	370	17090006		
14188000	"ALBANY SANTIAM CANAL@CEMETERY GATE, NR LEBANON, OR"	ST-CA	44.55262287	-122.9067563	322.9	17090006		
14207000	"OSWEGO CANAL NEAR LAKE OSWEGO, OREG."	ST-CA	45.38873028	-122.7206507	96.5	17090010		
14240352	"COLDWATER LAKE CANAL NEAR SPIRIT LAKE, WA"	ST-CA	46.2914982	-122.2651004		17080005		
14312490	"LAKE CREEK CANAL NEAR DIAMOND LAKE, OR"	ST-CA	43.1854037	-122.166699	5183	17100301		
14312900	LEMOLO NO.1 POWER CANAL NEAR TOKETEE FALLS OREG.	ST-CA	43.3220687	-122.1928128	4072.32	17100301		
14313600	"LEMOLO No.2 CANAL NEAR TOKETEE FALLS, OR"	ST-CA	43.2962332	-122.4019862	2950	17100301		
14314600	"CLEARWATER NO.2 POWER CANAL NEAR TOKETEE FALLS, OR"	ST-CA	43.25928898	-122.3994857	3190	17100301		
14315900	"FISH CREEK POWER CANAL NEAR TOKETEE FALLS, OR"	ST-CA	43.26373277	-122.4600432		17100301		
14331500	"SOUTH FORK POWER CANAL NEAR PROSPECT, OREG."	ST-CA	42.71373977	-122.4053099		17100307		
16247100	"Manoa-Palolo Drainage Canal at Moiliili, Oahu, HI"	ST-CA	21.28652778	-157.8185556	5	20060000	10.2	
252523080352500	"LEVEE 31W CANAL AB S-332 NR FLORIDA CITY, FL"	ST-CA	25.4234467	-80.5900601		3090202		
254150080212500	"SNAPPER CREEK NO.1 ABV CANAL MOUTH NR S. MIAMI, FL"	ST-CA	25.69713889	-80.3568333	1	3090202		
254157080213800	"SNAPPER CREEK NO.5 ABV WATER PIPE NR S. MIAMI, FL"	ST-CA	25.69905556	-80.3606111	1	3090202		
254204080215600	"SNAPPER CREEK AT SW 72 ST NEAR SOUTH MIAMI, FL"	ST-CA	25.70144444	-80.3653667	1	3090202		
254543080405401	"TAMIAMI CANAL AT S-12-D NEAR MIAMI, FL"	ST-CA	25.76232317	-80.6814501		3090202		
254543080491101	"TAMIAMI CANAL AT S-12-A, NR MIAMI, FL"	ST-CA	25.7623236	-80.8195095		3090202		
261533080571600	L-28 INTERCEPTOR CANAL BLW S-190 NEAR CLEWISTON FL	ST-CA	26.25952746	-80.954233		3090202		
261543080495000	"L-28 CANAL ABOVE S-140 NEAR CLEWISTON, FL"	ST-CA	26.26230464	-80.83034079		3090202		
261808081042800	WEST FEEDER CANAL ABV WEST WEIR NR  CLEWISTON FL	ST-CA	26.30233333	-81.0744444		3090202		
264514080550700	INDUSTRIAL CANAL AT CLEWISTON	ST-CA	26.75423116	-80.9183971		3090202		
265501080364900	"LEVEE 8 CANAL NEAR CANAL POINT, FL"	ST-CA	26.9172793	-80.6133892		3090202		
265818080111900	"CYPRESS CREEK CANAL BELOW GULFSTREAM BRIDGE, FL"	ST-CA	26.97200068	-80.188378		3090202		
272524080221800	"FIVE MILE CANAL ABOVE S-29-1-4 NR FT. PIERCE, FL"	ST-CA	27.42365086	-80.37144		3090202		
373947105421101	CLOSED BASIN PROJECT CANAL ABV HWY 150 NR MOSCA CO	ST-CA	37.6631111	-105.7031111	7520	13010003		
402356109253101	"RIVER IRRIGATION CO. CANAL NEAR NAPLES, UT"	ST-CA	40.3988506	-109.4259662	4920	14060002		
404614111582801	SURPLUS CANAL AT N TEMPLE ST AT SALT LAKE CITY	ST-CA	40.77050125	-111.9752168		16020204		
410014081362600	Wolf Creek Outlet O&E Canal	ST-CA	41.0039441	-81.6070666	953.22	5040001		
410121081330300	Long Lake Feeder O&E Canal OH	ST-CA	41.02255558	-81.55067419	960.31	5040001		
410433081312500	Lock 1 Outlet O&E Canal	ST-CA	41.0758891	-81.52345	952.73	5040001		
412457112112901	 (B- 8- 3)21bdc   Bear River Refuge Unit 4 drain	ST-CA	41.41580556	-112.1913333	4200	16020310		
412458112130601	 (B- 8- 3)19add   Bear River Refuge O-line canal	ST-CA	41.41619444	-112.2183333	4200	16020310		
412522112053901	 (B- 8- 2)17cdc Bear River Wetland Unit5C Outflow	ST-CA	41.4228611	-112.09425	4200	16020310		
412523112073901	 (B- 8- 3)13ddd   Bear River Refuge Unit 5 drain	ST-CA	41.42294444	-112.1275278	4200	16020310		
412523112093301	 (B- 8- 3)14ccc   Bear River Refuge Whistler Canal	ST-CA	41.42294444	-112.159111	4200	16020310		
420141103523001	"Interstate Canal at Lateral No 14, nr Morrill, NE"	ST-CA	42.0290833	-103.8801111		10180009		
420449103593501	"Interstate Canal at Lateral No 8, nr Henry, NE"	ST-CA	42.08027778	-103.9930556		10180009		
50011000	"CANAL DE DERIVACION AT LAGO DE GUAJATACA, PR"	ST-CA	18.39751986	-66.9271276	590	21010002		
50011080	"CANAL MOCA BLW FOREBAY, PR"	ST-CA	18.45661113	-67.01156829	540	21010002		
