FIPS,County,ST,Neighboring,UrbanPop-2010,RuralPop-2010,MedianHouseholdInc-2008-12,Elevation-ft,TotalArea-sqmi,LandArea-sqmi,WaterArea-sqmi
20005,Atchison,KS,20043200132008520087201032902129165,11144,5780,45666,945,433.82,431.17,2.65
20007,Barber,KS,20033200772009720151200954000340151,0,4861,43048,1450,1136.17,1134.07,2.09
20009,Barton,KS,20051201672005320159201852014520165,18886,8788,46639,1795,900.63,895.40,5.23
20011,Bourbon,KS,201072000320001201332003729217,7895,7278,38250,845,639.09,635.47,3.62
20013,Brown,KS,2000520043200852013131147,3151,6833,37515,1029,572.11,570.87,1.23
20015,Butler,KS,2007920115200172007320049200352019120173,39216,26664,57424,1282,1446.53,1429.86,16.66
20017,Chase,KS,2012720111200732001520115,0,2790,36434,1225,777.73,773.06,4.67
20019,Chautauqua,KS,2003520049201254014740113,0,3669,37039,809,644.77,638.88,5.89
20021,Cherokee,KS,200372009929097291454003540115,11004,10599,41877,898,591.02,587.57,3.46
20023,Cheyenne,KS,2015320181080630812531057,0,2726,39167,3340,1020.94,1019.89,1.06
20025,Clark,KS,201192005720097200334005940007,0,2215,39563,1970,977.18,974.63,2.55
20027,Clay,KS,200292020120161200612004120143,4307,4228,43879,1211,655.60,645.30,10.30
20029,Cloud,KS,201572020120027201432012320089,5340,4193,37382,1470,717.99,715.34,2.65
20031,Coffey,KS,20139200592000320001202072007320111,2503,6098,50106,1090,654.09,626.95,27.15
20033,Comanche,KS,2002520097200074015140059,0,1891,39950,2083,789.69,788.30,1.39
20035,Cowley,KS,20191201732001520049200194011340071,25055,11256,41905,1135,1132.43,1125.75,6.68
20037,Crawford,KS,20011201332009920021290972901129217,25465,13669,36927,920,595.01,589.76,5.26
20039,Decatur,KS,20137201532017920193310653114520065,0,2961,38750,2620,894.15,893.52,.63
20041,Dickinson,KS,20027200612012720115201132016920143,7054,12700,49535,1150,851.95,847.07,4.88
20043,Doniphan,KS,200052001331147290872900329021,2368,5577,46346,990,398.28,393.41,4.87
20045,Douglas,KS,20087201032009120121200592013920177,98621,12205,48395,1000,474.64,455.87,18.77
20047,Edwards,KS,201452018520151200972005720083,0,3037,43953,20.50,621.97,621.89,.08
20049,Elk,KS,200152007320205201252001920035,0,2882,33239,1100,650.47,644.26,6.20
20051,Ellis,KS,2006520163201412016720009201652013520195,21180,7272,44253,2000,900.37,899.91,.46
20053,Ellsworth,KS,201672010520169201132015920009,2982,3515,46350,1530,723.29,715.85,7.44
20055,Finney,KS,2017120101201352008320069200812006720093,29942,6834,49617,2882,1302.67,1301.97,.70
20057,Ford,KS,200692008320047200972002520119,27316,6532,50577,2582,1099.08,1098.27,.81
20059,Franklin,KS,20045200912012120107200032003120139,12450,13542,50240,915,577.14,571.76,5.38
20061,Geary,KS,2016120197201272004120027,30351,4011,47879,1085,404.49,384.62,19.87
20063,Gove,KS,2019320179200652019520135201012017120109,0,2695,44426,26.64,1071.76,1071.66,.09
20065,Graham,KS,2013720147201632005120195200632017920039,0,2597,43929,2196,898.75,898.52,.23
20067,Grant,KS,200752009320055200812018920187,6279,1550,53800,2916,575.14,574.80,.34
20069,Gray,KS,2008120055200832005720119,0,6006,55000,2625,869.30,868.87,.43
20071,Greeley,KS,201992020320075080990806108017,0,1247,52212,33.00,778.45,778.45,.00
20073,Greenwood,KS,20017201112003120207202052004920015,2591,4098,39145,1044,1152.63,1143.30,9.33
20075,Hamilton,KS,20071202032009320067201870809908061,0,2690,43125,3080,997.63,996.51,1.12
20077,Harper,KS,2000720095201914005340003,0,6034,38340,1340,802.78,801.27,1.51
20079,Harvey,KS,2011320115200152017320155,23960,10724,49075,1447,540.72,539.75,.97
20081,Haskell,KS,20093200552006920119201752018920067,0,4256,52688,2916,577.87,577.52,.35
20083,Hodgeman,KS,20135201452004720057200692005520101,0,1916,44318,2270,860.31,859.99,.32
20085,Jackson,KS,201312001320005200872017720149,3245,10217,54710,1085,658.02,656.22,1.80
20087,Jefferson,KS,2008520005201032004520177,226,18900,58434,928,556.68,532.57,24.10
20089,Jewell,KS,20183201412012320029201573112931181,0,3077,38462,1540,914.36,909.78,4.58
20091,Johnson,KS,20121200592004520103202092909529037,523317,20862,75139,1055,479.90,473.37,6.52
20093,Kearny,KS,20203201712005520081200672018720075,0,3977,47069,3080,870.98,870.54,.44
20095,Kingman,KS,201552017320191200772000720151,2978,4880,47801,1570,866.66,863.36,3.30
20097,Kiowa,KS,200472015120007200332002520057,0,2553,41574,2230,722.87,722.64,.23
20099,Labette,KS,20125202052013320037200214003540105,10298,11309,40117,908,653.12,645.29,7.82
20101,Lane,KS,2006320135200552017120083,0,1750,49063,2971,717.67,717.46,.21
20103,Leavenworth,KS,200052008720045200912020929165,54073,22154,62035,880,468.97,462.83,6.14
20105,Lincoln,KS,201412012320143201692005320167,0,3241,41250,1400,720.46,719.40,1.06
20107,Linn,KS,20001200032001120059201212901329217,0,9656,44771,817,606.40,594.06,12.34
20109,Logan,KS,201812019320063201712020320199,0,2756,46047,3050,1073.10,1072.99,.11
20111,Lyon,KS,201972013920031200732001720127,24830,8860,38877,1209,855.42,847.47,7.94
20113,McPherson,KS,20169200412011520079201552015920053,16488,12692,54171,1495,900.60,898.27,2.33
20115,Marion,KS,20169200412012720017200152007920113,2815,9845,45323,1369,953.73,944.29,9.44
20117,Marshall,KS,202012016120149201313106731133,2937,7180,41867,1150,905.11,900.18,4.92
20119,Meade,KS,201752008120069200572002540007,0,4575,49846,2766,979.35,978.09,1.26
20121,Miami,KS,20091200452005920003201072901329037,16082,16705,61272,880,590.26,575.66,14.59
20123,Mitchell,KS,2002920089201052014120143,3295,3078,48046,1392,719.16,701.79,17.37
20125,Montgomery,KS,20019200492020520133200994010540147,20068,15403,41073,780,651.48,643.53,7.95
20127,Morris,KS,200612019720111200172011520041,0,5923,45000,1320,702.89,695.28,7.61
20129,Morton,KS,2018720189401394002508009,0,3233,44198,3172,729.93,729.73,.20
20131,Nemaha,KS,201172014920085200133113331147,2520,7658,46901,1266,719.44,717.43,2.01
20133,Neosho,KS,20207200012001120037200992012520205,9059,7453,40829,979,577.79,571.47,6.32
20135,Ness,KS,2006320195200512016520145200832005520101,0,3107,47870,2260,1075.01,1074.75,.26
20137,Norton,KS,20039201792006520147311453106531083,2893,2778,42776,2364,881.30,878.13,3.16
20139,Osage,KS,201972017720045200592003120111,2683,13612,50243,1080,719.85,705.52,14.33
20141,Osborne,KS,20183200892012320105201672005120163,0,3858,38561,1591,894.36,892.50,1.86
20143,Ottawa,KS,201232002920027200412016920105,0,6091,53497,1315,721.34,720.73,.60
20145,Pawnee,KS,201352016520009201852004720083,4764,2209,44106,2004,754.65,754.26,.38
20147,Phillips,KS,20137200652016320183310653108331061,2609,3033,42838,1882,894.56,885.88,8.68
20149,Pottawatomie,KS,201172013120085201772019720161,8876,12728,56775,980,861.91,841.02,20.89
20151,Pratt,KS,200472018520155200952000720097,6546,3110,43880,1805,735.72,735.04,.68
20153,Rawlins,KS,20023200392018120193310573108731145,0,2519,40896,2835,1069.58,1069.42,.16
20155,Reno,KS,20159201132007920173200952015120185,44320,20191,43649,1447,1272.11,1255.35,16.76
20157,Republic,KS,2002920089202013112931169,0,4980,41000,1540,720.45,717.37,3.08
20159,Rice,KS,2005320113201552018520009,3652,6431,45703,1696,727.96,726.24,1.73
20161,Riley,KS,202012011720149201972006120027,61269,9846,43364,1065,621.96,609.77,12.18
20163,Rooks,KS,20147201832014120167200512019520065,0,5181,41123,2145,895.15,890.53,4.62
20165,Rush,KS,2000920051201352014520167,0,3307,41306,2015,717.97,717.76,.21
20167,Russell,KS,20163201412010520053200092016520051,4108,2862,40551,1864,899.44,886.26,13.18
20169,Saline,KS,201052014320041201152011320053,47493,8113,47339,1261,721.31,720.22,1.08
20171,Scott,KS,201092006320101200552009320203,3647,1289,58520,2971,717.66,717.54,.12
20173,Sedgwick,KS,201552007920015200352019120095,460197,38168,49885,1321,1009.12,997.51,11.61
20175,Seward,KS,2008120119201894000740139,20329,2623,47731,2838,640.49,639.50,.99
20177,Shawnee,KS,200852008720045201392019720149,149777,28157,47992,877,555.73,544.02,11.71
20179,Sheridan,KS,2019320039201372006520063,0,2556,49125,2690,896.21,895.96,.25
20181,Sherman,KS,20023201532019320109201990806308125,4553,1457,42642,3650,1056.28,1056.07,.21
20183,Smith,KS,201472016320141200893106131181,0,3853,44798,1790,896.96,895.46,1.50
20185,Stafford,KS,201452000920159201552015120047,0,4437,43232,1867,794.92,792.05,2.87
20187,Stanton,KS,20129201892006720093200750809908009,0,2235,51823,31.72,680.41,680.35,.07
20189,Stevens,KS,201292018720067200812017540139,3936,1788,56991,3100,727.47,727.29,.18
20191,Sumner,KS,20077200952017320015200354005340071,8964,15168,48105,1230,1184.95,1181.94,3.01
20193,Thomas,KS,201812006320109201792003920153,5463,2437,48029,3170,1074.80,1074.69,.11
20195,Trego,KS,2006320065201632005120135,0,3001,44063,2456,899.63,889.48,10.15
20197,Wabaunsee,KS,20061201612014920177201392011120127,0,7053,55817,1417,799.62,794.30,5.32
20199,Wallace,KS,201812010920203200710801708063,0,1485,46932,34.40,913.71,913.65,.05
20201,Washington,KS,2015720029200272016120117311693109531067,0,5799,42962,1125,898.67,894.76,3.92
20203,Wichita,KS,201092017120093200752007120199,0,2234,51098,33.00,718.59,718.57,.02
20205,Wilson,KS,20073202072000120133200992012520049,2570,6839,40414,925,575.07,570.42,4.66
20207,Woodson,KS,200312000320001201332020520073,0,3309,30852,1095,505.25,497.82,7.43
20209,Wyandotte,KS,2009120103291652904729095,147956,9549,39163,1014,156.19,151.60,4.59
21001,Adair,KY,210872121721045212072105721169,4579,14077,31169,630,412.40,405.28,7.12
21003,Allen,KY,212132122721009211714716547111,4251,15705,36123,535,351.86,344.34,7.53
21005,Anderson,KY,21211210732123921167212292117921215,12489,8932,52294,524,204.27,201.83,2.44
21007,Ballard,KY,17153171271700329133210392108321145,0,8249,41989,370,273.69,246.66,27.03
21009,Barren,KY,210612109921169211712100321227,15488,26685,37587,535,500.00,487.54,12.46
21011,Bath,KY,210692120521165211732101721181,0,11591,29632,910,284.00,278.79,5.21
21013,Bell,KY,21051211212113121095212354702551105,10765,17926,25952,1100,361.12,359.00,2.12
21015,Boone,KY,21077210812111739061180291811518155,103042,15769,67125,869,256.46,246.36,10.11
21017,Bourbon,KY,21097211812101121173210492106721209,11042,8943,40894,966,291.59,289.72,1.87
21019,Boyd,KY,2108921043211275409939087,36999,12543,39076,555,162.02,159.86,2.16
21021,Boyle,KY,211672107921137210452115521229,18532,9900,41037,955,182.66,180.17,2.49
21023,Bracken,KY,211612120121097211913902539015,0,8488,38724,515,208.95,205.61,3.33
21025,Breathitt,KY,211292123721153211192119321189,2567,11311,23049,745,495.27,492.41,2.85
21027,Breckinridge,KY,211632109321085211832109118123,0,20059,39695,585,585.62,567.17,18.45
21029,Bullitt,KY,21093211112117921215,51716,22603,53922,477,300.26,297.02,3.24
21031,Butler,KY,211772118321085210612122721141,0,12690,36237,504,431.47,426.09,5.39
21033,Caldwell,KY,210552123321107210472122121143,5890,7094,37778,500,348.15,344.79,3.36
21035,Calloway,KY,2108321157212214716147079,19072,18119,39037,540,410.70,385.02,25.67
21037,Campbell,KY,21191211173906139025,76518,13818,53580,761,159.42,151.31,8.11
21039,Carlisle,KY,2100721083211052114529133,0,5104,37768,370,198.98,189.43,9.55
21041,Carroll,KY,210772118721103212231815518077,5165,5646,40938,480,137.31,128.57,8.75
21043,Carter,KY,211352108921019211272106321205,5716,22004,35415,662,412.12,409.50,2.63
21045,Casey,KY,21217211552102121137211992120721001,0,15955,28416,767,445.74,444.23,1.51
21047,Christian,KY,21033211072117721219212214712547161,52837,21118,37750,540,724.04,717.50,6.54
21049,Clark,KY,210172117321197210652115121067,25831,9782,45486,660,255.16,252.46,2.69
21051,Clay,KY,21125211092118921193211312101321121,4657,17073,22296,920,471.09,469.25,1.84
21053,Clinton,KY,2123121207210574713747027,0,10272,26885,582,205.42,197.25,8.17
21055,Crittenden,KY,21225212332110721033211432113917069,2718,6597,32839,356,371.14,359.95,11.19
21057,Cumberland,KY,21171211692100121207210534702747137,0,6856,29885,550,310.91,305.18,5.73
21059,Daviess,KY,211012114921183210911817318147,70543,26113,45507,420,476.57,458.35,18.23
21061,Edmonson,KY,2108521099210092122721031,0,12161,35243,800,308.00,302.88,5.12
21063,Elliott,KY,21205210432112721175,0,7852,24841,662,235.32,234.32,1.01
21065,Estill,KY,2104921197211292110921151,3503,11169,28684,634,255.61,253.08,2.53
21067,Fayette,KY,212092101721049211512111321239,286731,9072,48779,966,285.55,283.65,1.90
21069,Fleming,KY,211612113521205210112118121201,2795,11553,32677,860,351.32,348.54,2.77
21071,Floyd,KY,2115321115211592119521119,6363,33088,29237,660,395.71,393.34,2.36
21073,Franklin,KY,212112110321187212092123921005,35705,13580,47086,504,212.01,207.75,4.26
21075,Fulton,KY,211052913329143470954713147183,2423,4390,36813,320,230.62,205.50,25.11
21077,Gallatin,KY,2104121187210812101518155,0,8589,43860,480,104.72,101.23,3.48
21079,Garrard,KY,210212116721113211372115121203,3739,13173,44115,1032,233.95,230.08,3.87
21081,Grant,KY,21077210152111721191210972120921187,8634,16028,46011,920,260.77,257.96,2.80
21083,Graves,KY,2110521039210072114521157210354707947183,11356,25765,36698,380,556.79,551.74,5.05
21085,Grayson,KY,210272109321099210612103121183,6802,18944,33290,620,511.03,496.70,14.33
21087,Green,KY,2112321217210012116921099,0,11258,33573,630,288.79,286.03,2.76
21089,Greenup,KY,2113521043210193914539087,22409,14501,43808,540,354.45,344.40,10.05
21091,Hancock,KY,2105918147181232118321027,916,7649,48867,394,198.89,187.65,11.23
21093,Hardin,KY,211632102721085210992112321179210292111118061,69434,36109,49257,745,630.14,623.28,6.86
21095,Harlan,KY,210132113121193211335110551195,13422,15856,26758,1510,468.15,465.83,2.32
21097,Harrison,KY,21017210812118121191212012102321209,6421,12425,36393,684,309.86,306.36,3.50
21099,Hart,KY,21061210092116921087211232109321085,2332,15867,32445,610,417.85,412.09,5.76
21101,Henderson,KY,2122521233211492105918129181631817318147,28583,17667,42266,430,466.28,436.67,29.61
21103,Henry,KY,212232104121187210732121121185,0,15416,43083,841,291.12,286.28,4.85
21105,Hickman,KY,2103921075210832913347183,0,4902,36125,380,253.04,242.27,10.77
21107,Hopkins,KY,212332114921177210472103321055,24809,22111,40501,439,554.42,542.00,12.42
21109,Jackson,KY,21065211292118921051211252120321151,0,13494,22213,1070,346.51,345.20,1.31
21111,Jefferson,KY,2118521211212152102921093180611804318019,730920,10176,46701,477,397.68,380.42,17.27
21113,Jessamine,KY,2123921067211512107921167,36003,12583,48299,966,174.50,172.12,2.38
21115,Johnson,KY,2112721159210712115321175,6302,17054,34466,620,264.14,261.95,2.18
21117,Kenton,KY,2101521081211912103739061,148578,11142,53900,761,164.35,160.25,4.10
21119,Knott,KY,210252115321071211952113321193,0,16346,32482,686,352.85,351.52,1.33
21121,Knox,KY,21051210132123521125,11821,20062,24193,1100,387.75,386.30,1.45
21123,Larue,KY,210932117921155212172108721099,3413,10780,39103,745,263.63,261.52,2.11
21125,Laurel,KY,21109210512112121235211472119921203,25398,33451,36835,1100,443.69,433.95,9.74
21127,Lawrence,KY,21019210432106321175211152115954099,3631,12229,32622,555,420.07,415.60,4.47
21129,Lee,KY,211972123721025211892110921065,0,7887,22789,663,211.26,208.86,2.40
21131,Leslie,KY,2105121189211932109521013,0,11310,26386,920,404.45,400.84,3.60
21133,Letcher,KY,2119521119211932109551195,0,24519,29532,1160,339.03,337.91,1.12
21135,Lewis,KY,21161210692120521043210893900139145,0,13870,27311,520,495.38,482.84,12.55
21137,Lincoln,KY,2102121079212032119921045,4538,20204,34454,1215,336.58,334.09,2.48
21139,Livingston,KY,21055211432115721145171271715117069,440,9079,40101,325,342.33,313.13,29.21
21141,Logan,KY,212192117721031212272121347147,6714,20121,35962,655,557.03,552.13,4.90
21143,Lyon,KY,2115721221210332105521139,0,8314,38414,500,256.53,213.84,42.69
21145,McCracken,KY,21007210392108321157171531712721139,47322,18243,44757,325,268.17,248.74,19.43
21147,McCreary,KY,2112521199212312123547151,0,18306,21758,1100,430.95,426.80,4.14
21149,McLean,KY,211012105921183211772110721233,0,9531,40563,400,256.23,252.47,3.76
21151,Madison,KY,21067210492106521109212032107921113,50979,31937,42020,1070,443.26,437.29,5.96
21153,Magoffin,KY,211752111521071211192102521237,0,13333,25461,620,309.16,308.44,.71
21155,Marion,KY,211792122921021210452121721123,5646,14174,37710,955,346.86,343.01,3.85
21157,Marshall,KY,211392114321221210352108321145,4447,27001,44802,380,340.17,301.25,38.92
21159,Martin,KY,211272111521071211955409954059,0,12929,25340,620,230.60,229.60,.99
21161,Mason,KY,210232120121069211353901539001,7801,9689,39192,515,246.41,240.13,6.29
21163,Meade,KY,2102721093181231802518061,4033,24569,45629,585,324.50,305.42,19.08
21165,Menifee,KY,211972123721175212052101121173,0,6306,25988,910,205.93,203.58,2.35
21167,Mercer,KY,210052123921113210792102121229,8715,12616,44431,544,253.31,248.80,4.51
21169,Metcalfe,KY,210992108721001210572117121009,0,10099,34100,865,291.19,289.65,1.54
21171,Monroe,KY,210032100921169210574711147027,0,10963,27586,550,332.06,329.37,2.68
21173,Montgomery,KY,2101721011211652119721049,10835,15664,35832,910,198.86,197.37,1.49
21175,Morgan,KY,21205210632112721115211532123721165,0,13923,29154,790,383.79,381.13,2.66
21177,Muhlenberg,KY,21149211832103121141212192104721107,9943,21556,38835,519,479.40,467.08,12.32
21179,Nelson,KY,21029212152100521229211552112321093,18702,24735,43722,745,424.08,417.51,6.56
21181,Nicholas,KY,2120121097210172106921011,0,7135,41832,966,196.83,195.17,1.66
21183,Ohio,KY,21059210912102721085210312117721149,6321,17521,38286,441,596.23,587.27,8.95
21185,Oldham,KY,2122321103212112111118019,48055,12261,83164,730,196.43,187.22,9.22
21187,Owen,KY,210772108121209210732110321041,0,10841,41719,490,354.25,351.10,3.14
21189,Owsley,KY,211292102521193211312105121109,0,4755,19624,663,198.29,197.41,.88
21191,Pendleton,KY,210812111721037210232109739025,0,14877,48761,715,281.92,277.16,4.76
21193,Perry,KY,21025211192113321095211312105121189,7444,21268,32676,920,342.61,339.67,2.94
21195,Pike,KY,2107121119211332115951027510515119554059,7934,57090,33227,686,788.67,786.83,1.84
21197,Powell,KY,211732116521237211292106521049,4149,8464,27555,910,180.12,178.98,1.14
21199,Pulaski,KY,21045211372120321125211472123121207,29042,34021,32788,1100,677.15,658.41,18.75
21201,Robertson,KY,2102321069210972116121181,0,2282,29136,684,100.10,99.91,.19
21203,Rockcastle,KY,211372107921151211092112521199,2777,14279,28178,1070,318.10,316.54,1.55
21205,Rowan,KY,21135210432106321175211652101121069,7282,16051,33615,662,286.27,279.80,6.47
21207,Russell,KY,210012104521199212312105321057,0,17565,29465,585,282.88,253.66,29.22
21209,Scott,KY,21187210812109721017210672123921073,31859,15314,60553,888,285.43,281.77,3.67
21211,Shelby,KY,211112118521103210732100521215,22296,19778,56267,841,385.67,379.64,6.04
21213,Simpson,KY,2114121227210034714747165,9492,7835,40930,690,236.47,234.20,2.26
21215,Spencer,KY,2111121211210052117921029,0,17061,62652,841,191.66,186.68,4.98
21217,Taylor,KY,2112321087210012104521155,11719,12793,35000,630,276.82,266.33,10.49
21219,Todd,KY,2104721177211414712547147,0,12460,40011,655,377.06,374.50,2.56
21221,Trigg,KY,210352115721143210332104747161,2960,11379,44144,540,481.33,441.43,39.90
21223,Trimble,KY,2104121103211851807718019,467,8342,52805,455,156.22,151.65,4.57
21225,Union,KY,210552123321101170691705918129,5210,9797,37445,358,363.38,342.85,20.53
21227,Warren,KY,210032100921031210612114121213,78306,35486,43509,535,547.56,541.60,5.96
21229,Washington,KY,2117921005211672102121155,0,11717,39748,738,301.20,297.27,3.93
21231,Wayne,KY,210532114721199212074713747151,6716,14097,27646,928,484.16,458.17,25.99
21233,Webster,KY,212252105521033211072114921101,0,13621,41138,430,335.66,331.94,3.71
21235,Whitley,KY,21147211252112121013471514701347025,12417,23220,29876,1100,445.12,437.83,7.29
21237,Wolfe,KY,211652117521153210252112921197,0,7355,21168,663,222.75,222.17,.58
21239,Woodford,KY,210732120921067211132116721005,15922,9017,56672,966,192.04,188.78,3.25
22001,Acadia,LA,220032211322039220532205522097,29837,31936,38686,25,657.45,655.12,2.34
22003,Allen,LA,220012201122115220392205322079,7878,17886,38899,150,765.95,761.85,4.11
22005,Ascension,LA,220472203322063220952209322007,93045,14170,67688,20,302.79,289.98,12.80
22007,Assumption,LA,2200522045220472205722093220992210122109,12883,10538,46410,5,364.53,338.66,25.87
22009,Avoyelles,LA,2207922059220252202922125220772209722039,15238,26835,34512,80,865.74,832.43,33.31
22011,Beauregard,LA,2211522003220532201948351,11946,23708,46762,175,1165.84,1157.34,8.49
22013,Bienville,LA,2211922027220612204922127220692208122015,2894,11459,31229,400,822.07,811.27,10.80
22015,Bossier,LA,221192201322081220170509105073,88504,28475,53070,291,867.22,840.06,27.16
22017,Caddo,LA,220312208122015050730509148067483154820348365,218164,36805,40497,254,936.82,878.54,58.28
22019,Calcasieu,LA,2201122023220534835148361,153250,39518,44247,9,1094.27,1063.66,30.61
22021,Caldwell,LA,22049220732208322041220252205922127,0,10132,40181,80,540.73,529.42,11.30
22023,Cameron,LA,2201922053221134836148245,0,6839,62353,6,1936.67,1284.89,651.78
22025,Catahoula,LA,220212204122107220292200922059,0,10407,38205,70,739.42,708.03,31.39
22027,Claiborne,LA,221192201322061221110502705139,3034,14161,32316,400,767.42,754.88,12.54
22029,Concordia,LA,22107220252200922125280632800128157,13856,6966,28971,70,747.30,696.92,50.38
22031,De Soto,LA,220172208122069220854836548419,6061,20595,40200,210,894.59,875.58,19.01
22033,East Baton Rouge,LA,22125220372209122063220052204722121,409905,30266,48274,64,470.24,455.37,14.86
22035,East Carroll,LA,22123220832206528055050172815128149,5076,2683,25413,105,442.43,420.70,21.73
22037,East Feliciana,LA,2212522033220912815728005,0,20267,43868,180,455.78,453.41,2.37
22039,Evangeline,LA,220792200922097220012205322003,13222,20762,32125,70,679.62,662.38,17.25
22041,Franklin,LA,2208322065221072202522021,5361,15406,32981,80,635.44,624.59,10.85
22043,Grant,LA,22127220592207922069,3214,19095,38739,90,664.65,643.03,21.63
22045,Iberia,LA,221132205522099220472200722101,52633,20607,44611,20,1030.53,574.11,456.42
22047,Iberville,LA,22099220772212122033220052200722045,13617,19770,44037,26,652.86,618.63,34.23
22049,Jackson,LA,2206122073220212212722013,5609,10665,38757,180,580.28,569.18,11.09
22051,Jefferson,LA,22057220892207122075,427610,4942,48522,4,665.42,295.63,369.79
22053,Jefferson Davis,LA,22003220392200122113220232201922011,15576,16018,41777,30,658.56,651.33,7.23
22055,Lafayette,LA,2200122097220992204522113,203146,18432,49705,38,269.21,268.72,.49
22057,Lafourche,LA,221092200722093220952208922051,72993,23325,50574,15,1474.31,1068.21,406.09
22059,La Salle,LA,220432212722021220252200922079,3992,10898,43641,100,662.39,624.68,37.71
22061,Lincoln,LA,2202722013220492207322111,27724,19011,35433,275,472.47,471.74,.73
22063,Livingston,LA,2203322091221052209522005,75386,52640,57150,45,702.85,648.17,54.68
22065,Madison,LA,220352208322041221072805528149,9379,2714,24700,85,650.90,624.44,26.46
22067,Morehouse,LA,22111220732208322123051390500305017,13979,14000,31447,140,806.08,794.93,11.15
22069,Natchitoches,LA,2208122013221272204322079221152208522031,19763,19803,32649,130,1298.99,1252.25,46.74
22071,Orleans,LA,220872207522051,341794,2035,36681,4,350.21,169.42,180.79
22073,Ouachita,LA,221112206722083220212204922061,116533,37187,38899,78,631.75,610.41,21.34
22075,Plaquemines,LA,220512207122087,18540,4502,57386,4,2567.20,779.91,1787.29
22077,Pointe Coupee,LA,221252212122047220992209722009,9620,13182,45196,30,590.71,557.35,33.37
22079,Rapides,LA,22069220432205922009220392200322115,79590,52023,40946,120,1361.66,1317.96,43.70
22081,Red River,LA,2201722015220132206922031,0,9091,36591,130,402.34,389.09,13.25
22083,Richland,LA,22073220672212322035220652204122021,7037,13688,39493,78,564.52,559.04,5.47
22085,Sabine,LA,220312206922115484194840348351,2860,21373,36914,240,1011.62,866.66,144.96
22087,St. Bernard,LA,2207122075,34370,1527,40590,4,2158.07,377.52,1780.56
22089,St. Charles,LA,220512205722095,46716,6064,59197,4,410.63,279.08,131.55
22091,St. Helena,LA,2203722033220632210528005,0,11203,32460,180,409.49,408.40,1.09
22093,St. James,LA,22005220952205722007,15979,6123,53728,20,257.96,241.54,16.42
22095,St. John the Baptist,LA,221052206322005220932205722089,39749,6175,51040,13,347.64,213.07,134.57
22097,St. Landry,LA,220092207722099220552200122039,43216,40168,36183,30,938.98,923.88,15.10
22099,St. Martin,LA,22097220772204722045220552200722101,26304,25856,41137,38,816.49,737.65,78.84
22101,St. Mary,LA,22045220992200722109,47524,7126,40738,12,1119.42,555.38,564.04
22103,St. Tammany,LA,22117221052804528109,179470,54270,60813,40,1124.19,845.55,278.64
22105,Tangipahoa,LA,22091220632209522117221032800528113,71533,49564,40491,45,823.27,791.27,31.99
22107,Tensas,LA,2206522041220252202928001280632802128149,0,5252,29888,78,641.19,602.78,38.41
22109,Terrebonne,LA,220072205722101,88785,23075,49545,15,2082.07,1231.81,850.26
22111,Union,LA,220272206122073220670513905003,3883,18838,36507,170,905.40,876.99,28.41
22113,Vermilion,LA,2202322053220012205522045,26319,31680,44339,10,1542.07,1173.20,368.87
22115,Vernon,LA,22085220692207922003220114835148403,26221,26113,46260,240,1341.48,1327.91,13.57
22117,Washington,LA,221032210528113281472809128109,15719,31449,30490,103,675.88,669.52,6.36
22119,Webster,LA,2201522013220270507305027,19350,21857,35896,250,614.84,593.03,21.81
22121,West Baton Rouge,LA,22077221252203322047,16542,7246,50788,64,203.82,192.39,11.43
22123,West Carroll,LA,2206722083220350500305017,0,11604,33665,105,360.57,359.65,.92
22125,West Feliciana,LA,22029220092207722121220332203728157,0,15625,58212,180,426.00,403.21,22.79
22127,Winn,LA,220132204922021220592204322069,5376,9937,33853,160,956.82,950.09,6.74
23001,Androscoggin,ME,2300523017230072301123023,60995,46707,44826,182,497.12,467.93,29.19
23003,Aroostook,ME,23025230212301923029,14183,57687,37434,599,6827.57,6671.33,156.24
23005,Cumberland,ME,23023230012301723031,179994,101680,57159,43,1217.46,835.24,382.22
23007,Franklin,ME,23025230112300123017,5231,25537,39416,420,1743.48,1696.61,46.87
23009,Hancock,ME,23029230192302723013,5380,49038,48635,30,2344.94,1586.89,758.04
23011,Kennebec,ME,230252302723015230232300123007,45403,76748,47424,89,951.17,867.52,83.65
23013,Knox,ME,230092302723015,12743,26993,47714,40,1143.95,365.13,778.81
23015,Lincoln,ME,23013230272301123023,0,34457,50494,40,699.60,455.82,243.79
23017,Oxford,ME,230072300123005230313300733003,9767,48066,41434,510,2175.72,2076.84,98.88
23019,Penobscot,ME,230032302923009230272302523021,65186,88737,43382,123,3557.08,3397.36,159.72
23021,Piscataquis,ME,230032301923025,0,17535,36606,1060,4377.97,3960.86,417.11
23023,Sagadahoc,ME,23015230112300123005,13526,21767,55634,43,370.04,253.69,116.34
23025,Somerset,ME,230032302123019230272301123007,10197,42031,38141,260,4093.53,3924.40,169.13
23027,Waldo,ME,230092301923025230112301523013,3358,35428,42238,24,852.76,729.92,122.84
23029,Washington,ME,230032301923009,2504,30352,36486,79,3257.65,2562.66,694.99
23031,York,ME,2300523017330033301733015,85075,112056,56656,43,1269.71,990.71,279.00
24001,Allegany,MD,2402324043421114200942057540575402754065,54624,20463,39087,2140,429.93,424.16,5.77
24003,Anne Arundel,MD,2400524510240272403324009,509138,28518,86987,140,587.80,414.90,172.90
